,height,weight,bmi_label,predict
3252,0.89,0.8125,normal,normal
3253,0.975,0.925,normal,normal
3254,0.97,0.9375,normal,normal
3255,0.7,0.9875,fat,fat
3256,0.955,0.8875,normal,normal
3257,0.91,0.6,thin,thin
3258,0.99,0.825,thin,thin
3259,0.865,0.475,thin,thin
3260,0.895,0.775,normal,normal
3261,0.97,0.5625,thin,thin
3262,0.905,0.85,normal,normal
3263,0.775,0.5375,thin,thin
3264,0.865,0.7125,normal,normal
3265,0.94,0.9375,normal,normal
3266,0.695,0.75,fat,fat
3267,0.715,0.8125,fat,fat
3268,0.695,0.9625,fat,fat
3269,0.66,0.675,fat,fat
3270,0.895,0.975,normal,normal
3271,0.945,0.5,thin,thin
3272,0.715,0.875,fat,fat
3273,0.84,0.575,thin,thin
3274,0.805,0.8875,fat,fat
3275,0.74,0.8375,fat,fat
3276,0.685,0.4625,normal,normal
3277,0.93,0.9375,normal,normal
3278,0.765,0.775,fat,fat
3279,0.655,0.875,fat,fat
3280,0.905,0.55,thin,thin
3281,0.775,0.55,thin,thin
3282,0.79,0.7625,normal,normal
3283,0.945,1.0,normal,normal
3284,0.875,0.7125,normal,normal
3285,0.635,0.9125,fat,fat
3286,0.97,0.7,thin,thin
3287,0.965,0.5125,thin,thin
3288,0.74,1.0,fat,fat
3289,0.645,0.825,fat,fat
3290,0.81,0.5125,thin,thin
3291,0.93,0.8875,normal,normal
3292,0.69,0.9375,fat,fat
3293,0.77,0.9875,fat,fat
3294,0.685,0.6875,fat,fat
3295,0.695,0.65,fat,fat
3296,0.91,0.7625,thin,normal
3297,1.0,0.825,thin,thin
3298,0.835,0.95,fat,fat
3299,0.615,0.575,fat,fat
3300,0.69,0.925,fat,fat
3301,0.745,0.45,thin,thin
3302,0.625,0.7375,fat,fat
3303,0.905,0.65,thin,thin
3304,1.0,0.5125,thin,thin
3305,0.6,0.775,fat,fat
3306,0.89,0.9,normal,normal
3307,0.835,0.675,normal,normal
3308,0.895,0.8625,normal,normal
3309,0.72,0.5875,normal,normal
3310,0.94,0.7125,thin,thin
3311,0.855,0.875,normal,normal
3312,0.845,0.9625,fat,fat
3313,0.615,0.4625,normal,normal
3314,0.86,0.8125,normal,normal
3315,0.97,1.0,normal,normal
3316,0.735,0.9375,fat,fat
3317,0.64,0.5875,fat,fat
3318,0.875,0.9,normal,normal
3319,0.97,0.4625,thin,thin
3320,0.63,0.775,fat,fat
3321,0.78,0.5,thin,thin
3322,0.82,0.6375,normal,normal
3323,0.94,0.4875,thin,thin
3324,0.775,0.4875,thin,thin
3325,0.73,0.525,normal,normal
3326,0.805,0.6375,normal,normal
3327,0.665,0.5,normal,normal
3328,0.725,0.9,fat,fat
3329,0.635,0.5625,fat,fat
3330,0.68,0.5875,fat,fat
3331,0.6,0.8125,fat,fat
3332,0.875,0.475,thin,thin
3333,0.63,0.725,fat,fat
3334,0.73,0.6,normal,normal
3335,0.87,0.825,normal,normal
3336,0.67,0.6375,fat,fat
3337,0.855,0.475,thin,thin
3338,0.815,0.55,thin,thin
3339,0.62,0.775,fat,fat
3340,0.68,0.7625,fat,fat
3341,0.975,0.65,thin,thin
3342,0.935,0.7125,thin,thin
3343,0.62,0.4375,normal,normal
3344,0.655,0.5625,fat,fat
3345,0.84,0.6125,thin,thin
3346,0.83,0.575,thin,thin
3347,0.99,0.6625,thin,thin
3348,0.705,0.85,fat,fat
3349,0.825,0.575,thin,thin
3350,0.66,0.65,fat,fat
3351,0.815,0.8875,fat,fat
3352,0.735,0.525,normal,normal
3353,0.72,0.75,fat,fat
3354,0.96,0.7,thin,thin
3355,0.875,0.8125,normal,normal
3356,0.96,0.4875,thin,thin
3357,0.925,0.475,thin,thin
3358,0.67,0.925,fat,fat
3359,0.68,0.925,fat,fat
3360,0.835,0.675,normal,normal
3361,0.665,0.5,normal,normal
3362,0.71,0.65,fat,fat
3363,0.8,0.4875,thin,thin
3364,0.815,0.4875,thin,thin
3365,0.765,0.9625,fat,fat
3366,0.855,0.7,normal,normal
3367,0.92,0.75,thin,thin
3368,0.61,0.7875,fat,fat
3369,0.945,0.725,thin,thin
3370,0.74,0.825,fat,fat
3371,0.645,0.4625,normal,normal
3372,0.78,0.7375,normal,normal
3373,0.9,0.7,thin,thin
3374,0.81,0.8375,fat,fat
3375,0.675,0.775,fat,fat
3376,0.975,0.5625,thin,thin
3377,0.985,0.5875,thin,thin
3378,0.96,0.775,thin,thin
3379,0.73,0.8875,fat,fat
3380,0.79,0.75,normal,normal
3381,0.67,0.5,normal,normal
3382,0.72,0.8,fat,fat
3383,0.675,0.8375,fat,fat
3384,0.855,0.825,normal,normal
3385,0.805,1.0,fat,fat
3386,0.715,0.8125,fat,fat
3387,0.88,0.875,normal,normal
3388,0.86,0.8875,normal,normal
3389,0.825,0.7125,normal,normal
3390,0.63,0.9375,fat,fat
3391,0.975,0.475,thin,thin
3392,0.735,0.5625,normal,normal
3393,0.78,0.7875,fat,fat
3394,0.77,0.7,normal,normal
3395,0.605,0.6875,fat,fat
3396,0.87,0.7625,normal,normal
3397,0.73,0.8,fat,fat
3398,0.785,0.7875,fat,fat
3399,0.795,0.9875,fat,fat
3400,0.905,0.6375,thin,thin
3401,0.98,0.775,thin,thin
3402,0.705,0.7,fat,fat
3403,0.65,0.525,normal,normal
3404,0.785,0.4625,thin,thin
3405,0.935,0.9625,normal,normal
3406,0.775,0.65,normal,normal
3407,0.965,0.9125,normal,normal
3408,0.82,0.95,fat,fat
3409,0.655,0.925,fat,fat
3410,0.92,0.65,thin,thin
3411,0.605,0.45,normal,normal
3412,0.99,0.7125,thin,thin
3413,0.62,0.9625,fat,fat
3414,0.82,0.8625,fat,fat
3415,0.67,0.825,fat,fat
3416,0.885,0.4375,thin,thin
3417,0.665,0.5,normal,normal
3418,0.675,0.9,fat,fat
3419,0.765,0.6625,normal,normal
3420,0.865,0.6375,thin,thin
3421,0.64,0.9125,fat,fat
3422,0.745,0.6625,normal,normal
3423,0.75,0.8125,fat,fat
3424,0.78,0.975,fat,fat
3425,0.865,0.5625,thin,thin
3426,0.665,0.85,fat,fat
3427,0.99,0.45,thin,thin
3428,0.85,0.8,normal,normal
3429,0.805,0.825,fat,fat
3430,0.99,0.7375,thin,thin
3431,0.925,0.5375,thin,thin
3432,0.82,0.75,normal,normal
3433,0.6,0.825,fat,fat
3434,0.785,0.7125,normal,normal
3435,0.86,0.925,fat,fat
3436,0.88,0.8875,normal,normal
3437,0.825,0.6125,thin,thin
3438,0.935,0.625,thin,thin
3439,0.805,0.65,normal,normal
3440,0.82,0.7,normal,normal
3441,0.72,0.6875,fat,fat
3442,0.905,0.725,thin,thin
3443,0.795,0.7,normal,normal
3444,0.71,0.825,fat,fat
3445,0.65,0.925,fat,fat
3446,0.77,0.65,normal,normal
3447,0.705,0.775,fat,fat
3448,0.805,0.725,normal,normal
3449,0.65,0.75,fat,fat
3450,0.86,0.825,normal,normal
3451,0.735,0.6625,normal,normal
3452,0.85,0.9,normal,normal
3453,0.865,0.5,thin,thin
3454,0.735,0.95,fat,fat
3455,0.775,0.5625,normal,normal
3456,0.825,0.9,fat,fat
3457,0.625,0.95,fat,fat
3458,0.805,0.7625,normal,normal
3459,0.97,0.475,thin,thin
3460,0.715,1.0,fat,fat
3461,0.915,0.65,thin,thin
3462,0.86,0.6,thin,thin
3463,0.925,0.4375,thin,thin
3464,0.895,0.4875,thin,thin
3465,0.8,0.625,normal,normal
3466,0.85,0.4875,thin,thin
3467,0.88,0.7,thin,thin
3468,0.83,0.45,thin,thin
3469,0.62,0.575,fat,fat
3470,0.65,0.4625,normal,normal
3471,0.75,0.675,normal,normal
3472,0.94,1.0,normal,normal
3473,0.84,0.85,normal,normal
3474,0.685,0.4875,normal,normal
3475,0.89,0.55,thin,thin
3476,0.775,0.575,normal,normal
3477,0.93,0.725,thin,thin
3478,0.665,0.975,fat,fat
3479,0.655,0.85,fat,fat
3480,0.67,0.675,fat,fat
3481,0.66,0.9375,fat,fat
3482,0.7,0.9625,fat,fat
3483,0.985,0.725,thin,thin
3484,0.93,0.5875,thin,thin
3485,0.75,0.4375,thin,thin
3486,0.775,0.8875,fat,fat
3487,0.865,0.5,thin,thin
3488,0.945,0.875,normal,normal
3489,0.99,0.4375,thin,thin
3490,0.955,0.65,thin,thin
3491,0.79,0.65,normal,normal
3492,0.715,0.8,fat,fat
3493,0.81,0.7875,normal,normal
3494,0.875,0.9,normal,normal
3495,0.86,0.9625,fat,fat
3496,0.83,0.45,thin,thin
3497,0.98,0.7375,thin,thin
3498,0.975,0.65,thin,thin
3499,0.855,0.5,thin,thin
3500,0.775,0.9125,fat,fat
3501,0.965,0.95,normal,normal
3502,0.665,0.525,normal,normal
3503,0.85,0.55,thin,thin
3504,1.0,1.0,normal,normal
3505,0.94,0.9625,normal,normal
3506,0.735,0.55,normal,normal
3507,0.785,0.8,fat,fat
3508,0.69,0.525,normal,normal
3509,0.845,0.45,thin,thin
3510,0.715,0.8375,fat,fat
3511,0.685,0.5125,normal,normal
3512,0.69,0.85,fat,fat
3513,0.715,0.4625,thin,thin
3514,0.865,0.65,thin,thin
3515,0.915,0.4625,thin,thin
3516,0.605,0.575,fat,fat
3517,0.88,0.8125,normal,normal
3518,0.64,0.6,fat,fat
3519,0.905,0.7,thin,thin
3520,0.68,0.9875,fat,fat
3521,0.705,0.8625,fat,fat
3522,0.93,0.6875,thin,thin
3523,0.875,0.4875,thin,thin
3524,0.79,0.4375,thin,thin
3525,0.71,0.5375,normal,normal
3526,0.615,0.6625,fat,fat
3527,0.68,0.7625,fat,fat
3528,0.63,0.5875,fat,fat
3529,0.985,1.0,normal,normal
3530,0.705,0.6625,fat,fat
3531,0.795,0.95,fat,fat
3532,0.885,0.4375,thin,thin
3533,0.845,0.475,thin,thin
3534,0.79,0.6375,normal,normal
3535,0.68,0.55,normal,normal
3536,0.935,0.55,thin,thin
3537,0.875,0.8375,normal,normal
3538,0.935,0.625,thin,thin
3539,0.76,0.9375,fat,fat
3540,0.915,0.55,thin,thin
3541,0.675,0.45,normal,normal
3542,0.875,0.7,thin,thin
3543,0.73,0.6,normal,normal
3544,0.855,0.8625,normal,normal
3545,0.615,0.775,fat,fat
3546,0.79,0.9375,fat,fat
3547,0.985,0.9875,normal,normal
3548,0.695,0.5625,normal,normal
3549,0.885,0.6,thin,thin
3550,0.715,1.0,fat,fat
3551,0.64,0.8875,fat,fat
3552,0.89,0.675,thin,thin
3553,0.82,0.9125,fat,fat
3554,0.81,0.85,fat,fat
3555,0.895,0.6375,thin,thin
3556,0.8,0.9,fat,fat
3557,0.755,0.725,fat,fat
3558,0.66,0.8625,fat,fat
3559,0.99,0.85,thin,thin
3560,0.97,0.725,thin,thin
3561,0.795,0.975,fat,fat
3562,0.695,0.8125,fat,fat
3563,0.9,0.9375,normal,normal
3564,0.725,0.4625,thin,thin
3565,0.67,0.8125,fat,fat
3566,0.945,0.4625,thin,thin
3567,0.675,0.475,normal,normal
3568,0.72,0.45,thin,thin
3569,0.985,0.7625,thin,thin
3570,0.705,0.6625,fat,fat
3571,0.935,0.7375,thin,thin
3572,0.72,0.9625,fat,fat
3573,0.76,0.5375,normal,normal
3574,0.92,0.925,normal,normal
3575,0.61,0.7,fat,fat
3576,0.725,0.7125,fat,fat
3577,0.825,0.7,normal,normal
3578,0.67,0.4375,normal,normal
3579,0.98,0.65,thin,thin
3580,0.925,0.975,normal,normal
3581,0.715,0.45,thin,thin
3582,0.95,1.0,normal,normal
3583,0.97,0.775,thin,thin
3584,0.95,0.75,thin,thin
3585,0.61,0.8,fat,fat
3586,0.665,0.8,fat,fat
3587,0.83,0.475,thin,thin
3588,0.88,0.9125,normal,normal
3589,0.76,0.65,normal,normal
3590,0.89,0.9375,normal,normal
3591,0.61,0.825,fat,fat
3592,0.63,0.8375,fat,fat
3593,0.875,0.9625,fat,fat
3594,0.66,0.4875,normal,normal
3595,0.93,0.5125,thin,thin
3596,0.9,0.875,normal,normal
3597,0.91,0.8,normal,normal
3598,0.64,0.65,fat,fat
3599,0.895,0.825,normal,normal
3600,0.78,0.775,fat,fat
3601,0.8,0.9,fat,fat
3602,0.845,0.6125,thin,thin
3603,0.61,0.675,fat,fat
3604,0.61,0.5875,fat,fat
3605,0.68,0.975,fat,fat
3606,0.77,0.875,fat,fat
3607,0.84,0.875,normal,normal
3608,0.74,0.5625,normal,normal
3609,0.72,0.575,normal,normal
3610,0.81,0.4625,thin,thin
3611,0.715,0.725,fat,fat
3612,0.88,0.75,normal,normal
3613,0.68,0.775,fat,fat
3614,0.695,0.9875,fat,fat
3615,0.825,0.9625,fat,fat
3616,0.73,0.575,normal,normal
3617,0.605,0.4375,normal,normal
3618,0.95,0.4625,thin,thin
3619,0.655,0.525,normal,normal
3620,0.63,0.575,fat,fat
3621,0.685,0.6125,fat,fat
3622,0.855,0.7125,normal,normal
3623,0.695,0.9375,fat,fat
3624,0.6,0.975,fat,fat
3625,0.785,0.8125,fat,fat
3626,0.755,0.8875,fat,fat
3627,0.705,0.825,fat,fat
3628,0.8,0.5125,thin,thin
3629,0.855,0.975,fat,fat
3630,0.66,0.6125,fat,fat
3631,0.73,0.9125,fat,fat
3632,0.67,0.9625,fat,fat
3633,0.795,0.9125,fat,fat
3634,0.655,0.8125,fat,fat
3635,0.71,0.875,fat,fat
3636,0.615,0.8875,fat,fat
3637,0.655,0.925,fat,fat
3638,0.665,0.975,fat,fat
3639,0.71,0.825,fat,fat
3640,0.945,0.8125,thin,thin
3641,0.795,0.8625,fat,fat
3642,0.79,0.575,thin,thin
3643,0.655,0.8625,fat,fat
3644,0.635,0.7,fat,fat
3645,0.94,0.525,thin,thin
3646,0.62,0.5375,fat,fat
3647,0.885,0.75,normal,normal
3648,0.895,0.7875,normal,normal
3649,0.76,1.0,fat,fat
3650,0.69,0.45,normal,normal
3651,0.715,0.4375,thin,thin
3652,0.855,0.575,thin,thin
3653,0.78,0.9375,fat,fat
3654,0.895,0.5875,thin,thin
3655,0.675,0.675,fat,fat
3656,0.705,0.5875,normal,normal
3657,0.615,0.925,fat,fat
3658,0.97,0.5625,thin,thin
3659,1.0,0.5625,thin,thin
3660,0.915,0.55,thin,thin
3661,0.885,0.775,normal,normal
3662,0.6,0.4875,fat,fat
3663,0.76,0.6625,normal,normal
3664,0.68,0.7125,fat,fat
3665,0.925,0.7125,thin,thin
3666,0.905,0.775,normal,normal
3667,0.685,0.5625,normal,normal
3668,0.825,0.6125,thin,thin
3669,0.845,0.7375,normal,normal
3670,0.94,0.5375,thin,thin
3671,0.6,0.925,fat,fat
3672,0.8,0.475,thin,thin
3673,0.885,0.625,thin,thin
3674,0.75,0.85,fat,fat
3675,1.0,0.6125,thin,thin
3676,0.885,0.95,normal,normal
3677,0.79,0.55,thin,thin
3678,0.6,0.975,fat,fat
3679,0.825,0.575,thin,thin
3680,0.965,0.95,normal,normal
3681,0.82,0.5875,thin,thin
3682,0.725,0.9,fat,fat
3683,0.765,0.7875,fat,fat
3684,0.805,0.5,thin,thin
3685,0.995,0.7625,thin,thin
3686,0.605,0.4625,fat,normal
3687,0.935,0.7625,thin,thin
3688,0.615,0.725,fat,fat
3689,0.805,0.5,thin,thin
3690,0.6,0.4625,fat,fat
3691,0.78,0.975,fat,fat
3692,0.67,0.75,fat,fat
3693,0.8,0.7625,normal,normal
3694,0.89,0.85,normal,normal
3695,0.865,0.575,thin,thin
3696,0.69,0.7375,fat,fat
3697,0.68,0.8125,fat,fat
3698,0.64,0.5875,fat,fat
3699,0.975,0.7,thin,thin
3700,0.66,0.8875,fat,fat
3701,0.675,0.7,fat,fat
3702,0.73,0.6875,fat,fat
3703,0.6,0.5875,fat,fat
3704,0.7,0.9,fat,fat
3705,0.675,0.475,normal,normal
3706,0.955,0.9875,normal,normal
3707,0.885,0.7375,normal,normal
3708,0.755,0.55,normal,normal
3709,0.84,0.5375,thin,thin
3710,0.705,0.7125,fat,fat
3711,0.975,0.8375,thin,thin
3712,0.795,0.8125,fat,fat
3713,0.705,0.95,fat,fat
3714,0.925,0.9625,normal,normal
3715,0.81,0.5375,thin,thin
3716,0.875,1.0,fat,fat
3717,0.66,0.8875,fat,fat
3718,0.68,0.4625,normal,normal
3719,0.695,0.475,normal,normal
3720,0.92,0.975,normal,normal
3721,0.8,0.475,thin,thin
3722,0.96,0.8125,thin,thin
3723,0.695,0.4625,normal,normal
3724,0.76,0.975,fat,fat
3725,0.72,0.9125,fat,fat
3726,0.77,0.6,normal,normal
3727,0.885,0.6,thin,thin
3728,0.675,0.8625,fat,fat
3729,0.91,0.8125,normal,normal
3730,0.725,0.95,fat,fat
3731,0.79,0.5625,thin,thin
3732,0.745,0.7125,fat,fat
3733,0.71,0.95,fat,fat
3734,0.605,0.6125,fat,fat
3735,0.625,0.9875,fat,fat
3736,0.75,0.525,normal,normal
3737,0.665,0.725,fat,fat
3738,0.895,0.8375,normal,normal
3739,0.755,0.5125,thin,thin
3740,0.71,0.675,fat,fat
3741,0.98,0.9875,normal,normal
3742,0.97,0.5375,thin,thin
3743,0.66,1.0,fat,fat
3744,0.76,0.55,normal,normal
3745,0.915,0.7125,thin,thin
3746,0.685,0.7125,fat,fat
3747,0.76,0.8625,fat,fat
3748,0.97,0.4875,thin,thin
3749,0.785,0.4375,thin,thin
3750,0.68,0.575,normal,normal
3751,0.975,0.875,thin,normal
3752,0.9,0.5875,thin,thin
3753,0.97,0.5,thin,thin
3754,0.945,0.5125,thin,thin
3755,0.865,0.9,normal,normal
3756,0.91,0.8125,normal,normal
3757,0.92,0.6,thin,thin
3758,0.865,0.9125,normal,normal
3759,0.875,0.4875,thin,thin
3760,0.765,0.6125,normal,normal
3761,0.82,0.925,fat,fat
3762,0.635,0.975,fat,fat
3763,0.65,0.6,fat,fat
3764,0.88,0.9875,fat,fat
3765,0.86,0.95,fat,fat
3766,1.0,0.9625,normal,normal
3767,0.84,0.875,normal,normal
3768,0.675,0.65,fat,fat
3769,0.645,0.45,normal,normal
3770,0.98,0.4625,thin,thin
3771,0.875,0.7625,normal,normal
3772,0.875,0.4875,thin,thin
3773,0.755,0.475,thin,thin
3774,0.625,0.675,fat,fat
3775,0.655,0.825,fat,fat
3776,0.87,0.725,normal,normal
3777,0.96,0.6875,thin,thin
3778,0.875,0.7,thin,thin
3779,0.99,0.9875,normal,normal
3780,0.965,0.5125,thin,thin
3781,0.915,0.5125,thin,thin
3782,0.975,0.8125,thin,thin
3783,0.805,0.4875,thin,thin
3784,0.935,0.675,thin,thin
3785,0.885,0.9875,fat,fat
3786,0.96,0.525,thin,thin
3787,0.995,0.6625,thin,thin
3788,0.815,1.0,fat,fat
3789,0.86,0.6625,thin,thin
3790,0.905,0.8875,normal,normal
3791,0.76,0.8,fat,fat
3792,0.66,0.475,normal,normal
3793,0.69,0.9,fat,fat
3794,0.625,0.45,normal,normal
3795,0.72,0.6125,normal,normal
3796,0.925,0.8875,normal,normal
3797,0.77,0.575,normal,normal
3798,0.97,0.85,thin,thin
3799,0.715,0.7875,fat,fat
3800,0.975,0.525,thin,thin
3801,0.755,0.8,fat,fat
3802,0.9,0.8375,normal,normal
3803,0.905,0.7875,normal,normal
3804,0.835,0.825,normal,normal
3805,0.845,0.6875,normal,normal
3806,0.7,0.625,fat,fat
3807,0.81,0.9,fat,fat
3808,0.67,0.7375,fat,fat
3809,0.685,0.925,fat,fat
3810,0.695,0.45,normal,normal
3811,0.76,0.7,normal,normal
3812,0.905,0.55,thin,thin
3813,0.705,0.8125,fat,fat
3814,0.88,0.7625,normal,normal
3815,0.64,0.925,fat,fat
3816,0.735,0.6875,fat,fat
3817,0.72,0.825,fat,fat
3818,0.84,0.9375,fat,fat
3819,0.77,0.45,thin,thin
3820,0.96,0.5125,thin,thin
3821,0.965,0.825,thin,thin
3822,0.935,0.4875,thin,thin
3823,0.875,0.875,normal,normal
3824,0.665,0.5125,normal,normal
3825,0.91,0.975,normal,normal
3826,0.875,0.5875,thin,thin
3827,0.82,0.8375,normal,normal
3828,0.65,0.7875,fat,fat
3829,0.82,0.4375,thin,thin
3830,0.6,0.6125,fat,fat
3831,0.955,0.9125,normal,normal
3832,0.61,0.5625,fat,fat
3833,0.655,0.675,fat,fat
3834,0.785,0.55,thin,thin
3835,0.9,0.9375,normal,normal
3836,0.61,0.6125,fat,fat
3837,0.64,0.45,normal,normal
3838,0.92,0.9375,normal,normal
3839,0.755,0.45,thin,thin
3840,0.685,0.75,fat,fat
3841,0.965,0.7,thin,thin
3842,0.625,0.7375,fat,fat
3843,1.0,0.75,thin,thin
3844,0.915,0.825,normal,normal
3845,0.73,0.7875,fat,fat
3846,0.83,0.75,normal,normal
3847,0.975,0.9125,normal,normal
3848,0.68,0.95,fat,fat
3849,0.815,0.775,normal,normal
3850,0.845,0.7875,normal,normal
3851,0.96,0.65,thin,thin
3852,0.945,0.4875,thin,thin
3853,0.835,0.7,normal,normal
3854,0.865,0.5125,thin,thin
3855,0.975,0.7625,thin,thin
3856,0.85,1.0,fat,fat
3857,0.985,0.4375,thin,thin
3858,0.625,0.575,fat,fat
3859,0.955,0.675,thin,thin
3860,0.96,0.7,thin,thin
3861,0.78,0.5,thin,thin
3862,0.64,0.825,fat,fat
3863,0.87,0.6875,thin,thin
3864,0.9,0.9375,normal,normal
3865,0.905,0.8125,normal,normal
3866,0.775,0.75,normal,fat
3867,0.865,0.7375,normal,normal
3868,0.655,0.8125,fat,fat
3869,0.61,0.775,fat,fat
3870,0.79,0.8625,fat,fat
3871,0.7,0.8,fat,fat
3872,0.73,0.85,fat,fat
3873,0.685,0.725,fat,fat
3874,0.925,0.8875,normal,normal
3875,0.655,0.9125,fat,fat
3876,0.79,0.45,thin,thin
3877,0.675,1.0,fat,fat
3878,0.895,0.7875,normal,normal
3879,0.73,0.8125,fat,fat
3880,0.67,0.525,normal,normal
3881,0.81,0.7375,normal,normal
3882,0.91,0.5,thin,thin
3883,0.785,1.0,fat,fat
3884,0.975,0.4625,thin,thin
3885,0.86,0.8125,normal,normal
3886,0.64,1.0,fat,fat
3887,0.745,0.5125,thin,thin
3888,0.995,0.75,thin,thin
3889,0.92,1.0,normal,normal
3890,0.96,0.9,normal,normal
3891,0.685,0.4625,normal,normal
3892,0.675,0.55,normal,normal
3893,0.845,0.65,thin,thin
3894,0.78,0.8,fat,fat
3895,0.66,0.9375,fat,fat
3896,0.94,0.45,thin,thin
3897,0.915,0.575,thin,thin
3898,0.96,0.6125,thin,thin
3899,0.75,0.725,fat,fat
3900,0.72,0.8125,fat,fat
3901,0.99,0.6625,thin,thin
3902,0.975,0.45,thin,thin
3903,0.97,0.4375,thin,thin
3904,0.72,0.4625,thin,thin
3905,0.66,0.6,fat,fat
3906,0.845,0.5125,thin,thin
3907,0.925,0.625,thin,thin
3908,0.985,0.5,thin,thin
3909,0.975,0.8,thin,thin
3910,0.995,0.9625,normal,normal
3911,0.85,0.5875,thin,thin
3912,0.965,0.8375,thin,thin
3913,0.845,0.7,normal,normal
3914,0.95,0.8125,thin,thin
3915,0.84,0.9625,fat,fat
3916,0.815,0.55,thin,thin
3917,0.845,0.85,normal,normal
3918,0.76,0.5125,thin,thin
3919,0.93,0.9,normal,normal
3920,0.665,0.475,normal,normal
3921,0.81,0.5125,thin,thin
3922,0.91,0.8625,normal,normal
3923,0.97,0.7875,thin,thin
3924,0.97,0.5,thin,thin
3925,0.61,0.8125,fat,fat
3926,0.68,0.7375,fat,fat
3927,0.79,0.85,fat,fat
3928,0.905,0.8875,normal,normal
3929,0.96,0.75,thin,thin
3930,0.83,0.6625,normal,normal
3931,0.66,0.625,fat,fat
3932,0.63,0.525,fat,fat
3933,0.86,0.8,normal,normal
3934,0.96,0.5,thin,thin
3935,0.885,0.725,normal,normal
3936,0.94,0.925,normal,normal
3937,0.73,0.7125,fat,fat
3938,0.795,0.975,fat,fat
3939,0.96,0.7125,thin,thin
3940,0.85,0.6,thin,thin
3941,0.995,0.725,thin,thin
3942,0.98,0.6375,thin,thin
3943,0.84,0.8875,fat,fat
3944,0.865,0.7875,normal,normal
3945,0.925,0.95,normal,normal
3946,0.725,0.6375,normal,normal
3947,0.985,0.775,thin,thin
3948,0.68,0.5875,fat,fat
3949,0.955,0.6625,thin,thin
3950,0.945,0.7625,thin,thin
3951,0.75,0.7625,fat,fat
3952,0.89,0.875,normal,normal
3953,0.71,0.4875,normal,normal
3954,0.925,0.975,normal,normal
3955,0.79,0.5125,thin,thin
3956,0.865,0.5,thin,thin
3957,0.955,0.975,normal,normal
3958,0.77,0.9,fat,fat
3959,0.65,0.55,fat,fat
3960,0.645,0.5875,fat,fat
3961,0.905,0.975,normal,normal
3962,0.855,0.9875,fat,fat
3963,0.92,0.7125,thin,thin
3964,0.705,0.875,fat,fat
3965,0.935,0.725,thin,thin
3966,0.97,0.6625,thin,thin
3967,0.955,0.725,thin,thin
3968,0.645,0.8125,fat,fat
3969,0.955,0.9125,normal,normal
3970,0.845,1.0,fat,fat
3971,0.71,0.9375,fat,fat
3972,0.885,0.9375,normal,normal
3973,0.905,0.7,thin,thin
3974,0.845,0.5625,thin,thin
3975,0.91,0.6625,thin,thin
3976,0.82,0.8,normal,normal
3977,0.775,0.4375,thin,thin
3978,0.95,0.8875,normal,normal
3979,0.61,0.6125,fat,fat
3980,0.73,0.6125,normal,normal
3981,0.97,0.5125,thin,thin
3982,0.945,0.7625,thin,thin
3983,0.81,0.95,fat,fat
3984,0.895,0.825,normal,normal
3985,0.65,1.0,fat,fat
3986,0.63,0.9125,fat,fat
3987,0.625,0.8125,fat,fat
3988,0.625,0.5875,fat,fat
3989,0.84,0.6,thin,thin
3990,0.97,0.475,thin,thin
3991,0.83,0.7375,normal,normal
3992,0.685,0.8625,fat,fat
3993,0.91,0.9875,normal,normal
3994,0.86,0.8875,normal,normal
3995,0.675,0.4375,normal,normal
3996,0.655,0.9875,fat,fat
3997,0.775,0.725,normal,normal
3998,0.865,0.725,normal,normal
3999,0.85,0.7625,normal,normal
4000,0.965,0.775,thin,thin
4001,0.75,0.625,normal,normal
4002,0.675,0.65,fat,fat
4003,0.625,0.7875,fat,fat
4004,0.925,0.5875,thin,thin
4005,0.77,0.5875,normal,normal
4006,0.87,0.925,normal,normal
4007,0.61,0.6125,fat,fat
4008,0.945,0.7625,thin,thin
4009,0.945,0.6,thin,thin
4010,0.64,0.9375,fat,fat
4011,0.675,0.5125,normal,normal
4012,0.905,0.5375,thin,thin
4013,0.62,0.8375,fat,fat
4014,0.66,0.7375,fat,fat
4015,0.665,0.8125,fat,fat
4016,0.645,0.625,fat,fat
4017,0.91,0.75,thin,thin
4018,0.805,0.8,normal,normal
4019,0.935,0.725,thin,thin
4020,0.63,0.7125,fat,fat
4021,0.625,1.0,fat,fat
4022,0.975,0.6625,thin,thin
4023,0.7,0.7625,fat,fat
4024,0.705,0.825,fat,fat
4025,0.64,0.85,fat,fat
4026,1.0,0.775,thin,thin
4027,0.775,0.7125,normal,normal
4028,0.865,0.85,normal,normal
4029,0.905,0.9375,normal,normal
4030,0.7,0.525,normal,normal
4031,0.93,0.6625,thin,thin
4032,0.66,0.7,fat,fat
4033,0.675,0.6375,fat,fat
4034,0.765,0.45,thin,thin
4035,0.885,0.775,normal,normal
4036,0.77,0.6125,normal,normal
4037,0.755,0.9625,fat,fat
4038,0.81,0.725,normal,normal
4039,0.885,0.9625,normal,normal
4040,0.9,0.625,thin,thin
4041,0.77,1.0,fat,fat
4042,0.855,0.475,thin,thin
4043,0.665,0.8125,fat,fat
4044,0.6,0.5375,fat,fat
4045,0.72,0.75,fat,fat
4046,0.855,0.575,thin,thin
4047,0.755,0.9375,fat,fat
4048,0.665,0.6625,fat,fat
4049,0.615,0.8,fat,fat
4050,0.675,0.8375,fat,fat
