,Opportunity Number,Supplies Subgroup,Supplies Group,Region,Route To Market,Elapsed Days In Sales Stage,Opportunity Result,Sales Stage Change Count,Total Days Identified Through Closing,Total Days Identified Through Qualified,Opportunity Amount USD,Client Size By Revenue,Client Size By Employee Count,Revenue From Client Past Two Years,Competitor Type,Ratio Days Identified To Total Days,Ratio Days Validated To Total Days,Ratio Days Qualified To Total Days,Deal Size Category,Route_enco,Oppt_enco,Cmpt_enco
66178,7947157,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,37,Loss,3,11,11,105000,1,1,0,Unknown,0.625,0.375,0.0,5,0,0,2
66182,7947276,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,3,Loss,7,45,45,60000,1,1,0,Known,0.0,0.693512,0.30648800000000004,4,2,0,0
66221,7952359,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,48,Loss,1,0,0,110000,1,1,0,Known,0.0,0.0,0.0,5,0,0,0
66230,7952665,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,23,Loss,2,25,25,110000,1,1,0,Unknown,1.0,0.0,0.0,5,0,0,2
66234,7952731,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,45,Loss,3,3,3,270000,1,1,0,Known,0.0,0.310345,0.689655,6,0,0,0
66237,7952790,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,23,Won,4,11,11,210000,1,1,4,Unknown,0.0,0.08035700000000001,0.919643,5,0,1,2
66241,7952830,Batteries & Accessories,Car Accessories,Mid-Atlantic,Other,23,Won,6,10,9,2,1,1,3,Unknown,0.1875,0.708333,0.03125,1,1,1,2
66352,7963874,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,36,Won,3,12,12,170004,1,1,2,Known,0.0,0.02521,0.97479,5,2,1,0
66376,7968419,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,43,Loss,3,4,4,200000,1,1,0,Unknown,0.0,0.404762,0.595238,5,0,0,2
66387,7968641,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,43,Loss,4,2,2,102000,1,1,0,Unknown,0.0625,0.0,0.9375,5,0,0,2
66396,7968937,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,47,Loss,2,0,0,200000,1,1,0,Unknown,0.0,1.0,0.0,5,0,0,2
66402,7969052,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,37,Won,3,11,11,100000,1,1,2,Known,0.0,0.4859810000000001,0.514019,5,0,1,0
66404,7969060,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,46,Loss,2,2,2,200000,1,1,0,Unknown,0.0,1.0,0.0,5,0,0,2
66414,7969299,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,20,Loss,2,27,27,160000,1,1,4,Unknown,0.0,1.0,0.0,5,2,0,2
66417,7969381,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,44,Loss,4,3,3,15000,1,1,0,Unknown,0.484848,0.515152,0.0,2,2,0,2
66441,7973448,Batteries & Accessories,Car Accessories,Mid-Atlantic,Other,37,Won,2,10,10,23500,1,1,2,Unknown,0.0,0.0,1.0,2,1,1,2
66518,7978951,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,47,Won,2,1,0,10000,1,1,0,None,0.0,0.0,0.0,2,0,1,1
66532,7979398,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,39,Loss,4,8,8,90000,1,1,2,Unknown,0.0,0.818182,0.181818,4,2,0,2
66570,7983765,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,16,Loss,5,31,31,40000,1,1,0,Unknown,0.0,0.836601,0.163399,3,2,0,2
66589,7987471,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,44,Won,2,3,3,20000,1,1,0,Unknown,0.0,0.0,1.0,2,2,1,2
66682,7993773,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,26,Loss,2,21,21,10000,1,1,0,Unknown,0.0,1.0,0.0,2,2,0,2
66725,7998095,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,46,Won,2,0,0,48000,1,1,3,Unknown,0.0,0.0,1.0,3,0,1,2
66731,7998205,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,41,Loss,3,6,6,150000,1,1,0,Unknown,0.017856999999999998,0.982143,0.0,5,0,0,2
66745,7998423,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,44,Won,2,2,2,55000,1,1,0,Unknown,0.0,1.0,0.0,4,2,1,2
66779,8002900,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,18,Loss,4,29,29,50000,1,1,0,Known,0.003497,0.996503,0.0,4,0,0,0
66825,8008579,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,26,Loss,3,21,21,50000,1,1,0,Unknown,0.004831,0.995169,0.0,4,0,0,2
66826,8008587,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,18,Loss,3,29,29,50000,1,1,0,Unknown,0.003497,0.996503,0.0,4,2,0,2
66829,8008647,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,36,Loss,2,10,10,24000,1,1,0,None,0.0,1.0,0.0,2,0,0,1
66862,8012260,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,37,Won,3,10,10,25000,1,1,1,Unknown,0.0,0.031579,0.968421,3,2,1,2
66917,8021761,Batteries & Accessories,Car Accessories,Mid-Atlantic,Other,32,Loss,3,12,12,1,1,1,3,Unknown,0.0,1.0,0.0,1,1,0,2
66941,8022375,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,35,Loss,2,11,11,30000,1,1,0,None,0.0,1.0,0.0,3,0,0,1
66991,8026449,Batteries & Accessories,Car Accessories,Mid-Atlantic,Telesales,23,Loss,2,22,22,0,1,1,0,Known,1.0,0.0,0.0,1,4,0,0
66992,8026461,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,37,Won,5,9,7,25000,1,1,0,Known,0.552941,0.035294,0.282353,3,0,1,0
66998,8026599,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,21,Loss,3,24,24,200000,1,1,3,None,0.0,0.659836,0.340164,5,0,0,1
67075,8033751,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,36,Loss,2,9,9,20000,1,1,0,Unknown,0.0,1.0,0.0,2,0,0,2
67112,8034699,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,16,Loss,4,29,29,90189,1,1,0,Unknown,0.0,0.131944,0.8680559999999999,4,2,0,2
67118,8037857,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,10,Won,4,17,10,15000,1,1,4,Unknown,0.0,0.0,0.6190479999999999,2,0,1,2
67151,8038566,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,28,Loss,5,17,17,20000,1,1,0,None,0.0,0.005747,0.994253,2,2,0,1
67161,8038675,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,26,Loss,2,20,20,33443,1,1,0,Unknown,0.0,1.0,0.0,3,2,0,2
67184,8042862,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,16,Won,3,20,20,15000,1,1,2,Unknown,0.0,0.0,1.0,2,0,1,2
67207,8043231,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,16,Loss,2,29,29,55000,1,1,0,Known,0.0,1.0,0.0,4,0,0,0
67247,8047280,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,16,Loss,3,29,29,60000,1,1,0,Unknown,0.0,1.0,0.0,4,2,0,2
67339,8054492,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,10,Won,4,35,34,245000,1,1,4,None,0.0,0.845714,0.122857,5,0,1,1
67351,8054750,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,45,Loss,1,0,0,150000,1,1,0,Unknown,0.0,0.0,0.0,5,0,0,2
67372,8055005,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,23,Won,3,21,21,3093,1,1,0,Unknown,0.0,0.0,1.0,1,0,1,2
67383,8055110,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,16,Loss,4,28,28,40000,1,1,0,Unknown,0.156584,0.8434159999999999,0.0,3,2,0,2
67388,8055248,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,26,Loss,3,19,19,30000,1,1,0,Unknown,0.194737,0.8052630000000001,0.0,3,2,0,2
67416,8059131,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,17,Loss,2,28,28,35000,1,1,0,Unknown,0.0,0.0,1.0,3,0,0,2
67450,8063769,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,20,Won,4,17,17,560000,1,1,0,Unknown,0.963855,0.0,0.036145,7,0,1,2
67514,8068304,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,44,Loss,1,0,0,150000,1,1,0,Unknown,0.0,0.0,0.0,5,0,0,2
67518,8068359,Batteries & Accessories,Car Accessories,Mid-Atlantic,Other,16,Loss,2,28,28,130000,1,1,0,Unknown,1.0,0.0,0.0,5,1,0,2
67563,8072139,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,16,Loss,6,28,28,8000,1,1,0,Unknown,0.115523,0.815884,0.068592,1,2,0,2
67606,8075769,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,16,Loss,4,27,27,30000,1,1,0,Unknown,0.10583900000000003,0.8941610000000001,0.0,3,2,0,2
67607,8075802,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,6,Loss,9,28,28,30000,1,1,0,Unknown,0.105072,0.8949280000000001,0.0,3,2,0,2
67608,8075803,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,22,Loss,3,21,21,30000,1,1,0,Unknown,0.13551400000000002,0.8644860000000001,0.0,3,2,0,2
67610,8075810,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,16,Loss,4,27,27,30000,1,1,0,Unknown,0.10583900000000003,0.8941610000000001,0.0,3,2,0,2
67611,8075820,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,16,Loss,4,27,27,30000,1,1,0,Known,0.007298999999999998,0.992701,0.0,3,2,0,0
67612,8075823,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,23,Loss,3,21,21,30000,1,1,0,Unknown,0.141463,0.8585370000000001,0.0,3,0,0,2
67632,8076206,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,16,Loss,4,24,24,20000,1,1,0,Unknown,0.0,1.0,0.0,2,2,0,2
67666,8079969,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,38,Loss,2,6,6,15000,1,1,0,Unknown,0.0,1.0,0.0,2,0,0,2
67711,8080762,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,26,Won,2,18,18,10130,1,1,2,Unknown,0.0,1.0,0.0,2,2,1,2
67776,8088705,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,35,Loss,2,8,8,80000,1,1,0,Unknown,1.0,0.0,0.0,4,0,0,2
67797,8089361,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,31,Loss,4,13,13,90000,1,1,0,Unknown,0.873016,0.126984,0.0,4,2,0,2
67864,8096069,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,43,Loss,1,0,0,500000,1,1,0,Unknown,0.0,0.0,0.0,7,0,0,2
67877,8096270,Batteries & Accessories,Car Accessories,Mid-Atlantic,Telesales,27,Loss,3,17,17,20000,1,1,0,Unknown,0.13333299999999998,0.866667,0.0,2,4,0,2
67933,8100716,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,34,Loss,3,9,9,30000,1,1,0,Unknown,0.25,0.75,0.0,3,2,0,2
67937,8100744,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,16,Loss,5,27,16,25000,1,1,0,Unknown,0.078947,0.5037590000000001,0.015038,3,0,0,2
67963,8101083,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,33,Loss,4,10,10,48000,1,1,0,Unknown,0.787879,0.050505,0.161616,3,0,0,2
68009,8104793,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,9,Loss,5,34,34,50000,1,1,0,Unknown,0.0,0.350877,0.649123,4,2,0,2
68124,8117466,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,24,Won,4,19,15,110000,1,1,3,Unknown,0.0,0.037838,0.762162,5,0,1,2
68131,8117523,Batteries & Accessories,Car Accessories,Mid-Atlantic,Other,23,Won,5,4,3,1,1,1,0,Unknown,0.8611110000000001,0.0,0.083333,1,1,1,2
68133,8117585,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,14,Loss,3,28,28,150000,1,1,0,None,0.060498,0.939502,0.0,5,0,0,1
68182,8124116,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,15,Loss,5,27,27,110000,1,1,0,Unknown,0.10989000000000003,0.8901100000000001,0.0,5,0,0,2
68228,8131075,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,16,Loss,2,26,26,120000,1,1,0,Known,0.0,0.0,1.0,5,0,0,0
68238,8131330,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,18,Won,5,22,22,55000,1,1,0,Unknown,0.0,0.569444,0.4305560000000001,4,2,1,2
68240,8131346,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,16,Loss,3,26,26,60000,1,1,0,Unknown,0.0,1.0,0.0,4,2,0,2
68246,8131512,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,16,Loss,3,26,26,40000,1,1,0,Unknown,0.0,1.0,0.0,3,2,0,2
68269,8135250,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,21,Loss,4,21,21,400000,1,1,0,Known,0.038095,0.814286,0.147619,6,0,0,0
68322,8139337,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,25,Won,3,17,17,1429,1,1,0,Unknown,0.0,0.3,0.7,1,2,1,2
68328,8139409,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,25,Loss,2,17,17,20000,1,1,0,Unknown,0.0,1.0,0.0,2,2,0,2
68347,8144428,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,27,Won,4,4,4,35000,1,1,0,None,0.0,0.954545,0.045455,3,0,1,1
68464,8152610,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,8,Loss,5,31,31,40000,1,1,4,Known,0.0,1.0,0.0,3,2,0,0
68487,8157681,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,40,Loss,2,1,1,27000,1,1,0,Unknown,0.0,0.0,1.0,3,2,0,2
68496,8157869,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,28,Won,3,13,11,100000,1,1,0,None,0.0,0.0,0.81203,5,0,1,1
68607,8167293,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,40,Loss,2,1,1,30000,1,1,0,Unknown,0.0,1.0,0.0,3,0,0,2
68614,8167436,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,21,Loss,3,19,19,40000,1,1,0,Unknown,0.005155,0.0,0.994845,3,0,0,2
68617,8167504,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,15,Loss,3,26,26,230000,1,1,0,Unknown,0.0,0.191571,0.808429,5,0,0,2
68626,8167771,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,16,Won,7,7,7,50000,1,1,4,Unknown,0.0,1.0,0.0,4,2,1,2
68646,8171340,Batteries & Accessories,Car Accessories,Mid-Atlantic,Other,23,Won,5,12,12,0,1,1,2,Unknown,0.798387,0.0,0.193548,1,1,1,2
68662,8171731,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,18,Loss,2,23,23,200000,1,1,4,Known,0.0,1.0,0.0,5,0,0,0
68718,8175877,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,9,Loss,4,32,32,30000,1,1,0,Unknown,0.0,0.557994,0.4420060000000001,3,2,0,2
68728,8176026,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,37,Loss,2,4,4,40000,1,1,0,Unknown,0.0,1.0,0.0,3,2,0,2
68732,8178579,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,25,Loss,2,0,0,120000,1,1,0,Unknown,0.0,0.0,0.0,5,0,0,2
68761,8179452,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,39,Loss,3,2,2,100000,1,1,0,Unknown,0.2,0.0,0.8,5,0,0,2
68796,8182788,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,6,Loss,4,35,35,90000,1,1,0,Known,0.06666699999999999,0.078261,0.8550719999999999,4,0,0,0
68798,8182904,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,39,Won,2,1,1,26000,1,1,1,Unknown,0.0,0.0,1.0,3,2,1,2
68803,8183131,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,16,Loss,3,24,24,200000,1,1,0,Unknown,0.0,1.0,0.0,5,2,0,2
68921,8191182,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,38,Won,2,3,3,5000,1,1,0,None,0.0,0.0,1.0,1,0,1,1
68935,8191368,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,16,Loss,3,24,24,40000,1,1,0,Unknown,1.0,0.0,0.0,3,2,0,2
69074,8198604,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,18,Won,3,21,21,30000,1,1,2,None,0.0,0.481132,0.518868,3,2,1,1
69127,8202376,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,21,Loss,2,19,19,20000,1,1,0,Unknown,1.0,0.0,0.0,2,0,0,2
69135,8202566,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,24,Loss,2,16,16,20000,1,1,0,None,0.0,1.0,0.0,2,2,0,1
69167,8203048,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,16,Loss,4,23,23,20000,1,1,0,Unknown,0.627706,0.372294,0.0,2,2,0,2
69231,8208418,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,31,Loss,4,4,4,20000,1,1,0,Unknown,0.0,1.0,0.0,2,2,0,2
69314,8216091,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,21,Loss,3,18,18,150000,1,1,0,Unknown,0.0,0.174157,0.825843,5,0,0,2
69324,8216216,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,36,Won,3,3,3,18228,1,1,0,Unknown,0.0,0.75,0.25,2,2,1,2
69365,8219572,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,28,Loss,3,11,11,155000,1,1,0,Unknown,0.0,0.769912,0.230088,5,0,0,2
69367,8219583,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,16,Loss,3,23,23,60,1,1,0,Known,0.0,0.581897,0.418103,1,0,0,0
69491,8227812,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,16,Loss,2,22,22,40000,1,1,0,Unknown,0.0,1.0,0.0,3,0,0,2
69537,8232155,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,35,Loss,2,3,3,50000,1,1,0,Unknown,1.0,0.0,0.0,4,0,0,2
69644,8240492,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,18,Loss,3,21,21,200000,1,1,0,Unknown,0.05314,0.94686,0.0,5,0,0,2
69857,8253808,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,33,Won,3,4,4,22000,1,1,0,None,0.0,0.0,1.0,2,0,1,1
69934,8257494,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,16,Loss,3,21,21,110000,1,1,4,Unknown,0.028037,0.971963,0.0,5,0,0,2
69937,8257527,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,18,Loss,3,20,20,100000,1,1,0,Unknown,0.0,0.8768469999999999,0.123153,5,0,0,2
70067,8264752,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,28,Won,5,10,8,90000,1,1,0,Known,0.131313,0.565657,0.070707,4,0,1,0
70091,8265266,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,27,Loss,3,10,6,6580,1,1,0,Unknown,0.0,0.0,0.567308,1,0,0,2
70207,8270458,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,16,Loss,3,22,22,77000,1,1,0,None,0.0,0.451163,0.548837,4,0,0,1
70225,8270802,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,16,Loss,3,21,21,45000,1,1,0,Unknown,0.0,1.0,0.0,3,2,0,2
70226,8270834,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,37,Won,2,1,1,30000,1,1,0,Unknown,0.0,1.0,0.0,3,2,1,2
70264,8275060,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,16,Loss,2,21,21,70000,1,1,0,None,1.0,0.0,0.0,4,0,0,1
70322,8279122,Batteries & Accessories,Car Accessories,Mid-Atlantic,Other,32,Loss,2,5,5,1,1,1,4,Unknown,0.0,1.0,0.0,1,1,0,2
70359,8283060,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,19,Won,3,18,18,122000,1,1,2,Known,0.0,0.431694,0.5683060000000001,5,0,1,0
70445,8287748,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,10,Loss,3,26,26,110000,1,1,0,Unknown,0.371212,0.0,0.628788,5,0,0,2
70446,8287809,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,21,Loss,3,15,15,100000,1,1,0,Unknown,0.424837,0.575163,0.0,5,0,0,2
70458,8288169,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,16,Loss,4,20,20,30000,1,1,0,Unknown,0.0,0.004926,0.995074,3,2,0,2
70669,8303462,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,36,Loss,1,0,0,120000,1,1,0,Unknown,0.0,0.0,0.0,5,0,0,2
70731,8306397,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,16,Loss,2,20,20,30000,1,1,0,Unknown,1.0,0.0,0.0,3,0,0,2
70829,8315557,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,25,Loss,2,11,11,30000,1,1,0,Unknown,0.0,1.0,0.0,3,2,0,2
70868,8318638,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,36,Loss,1,0,0,60000,1,1,0,Unknown,0.0,0.0,0.0,4,2,0,2
70888,8321835,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,25,Loss,2,10,10,150000,1,1,0,Unknown,1.0,0.0,0.0,5,0,0,2
70995,8324992,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,35,Loss,2,0,0,100000,1,1,0,Unknown,0.0,1.0,0.0,5,2,0,2
71024,8327447,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,5,Won,3,30,15,300000,1,1,4,Known,0.0,0.488372,0.0,6,0,1,0
71258,8343664,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,11,Loss,4,23,23,27480,1,1,0,Unknown,0.0,0.377682,0.622318,3,2,0,2
71269,8343996,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,30,Loss,2,4,4,100000,1,1,4,Unknown,0.0,1.0,0.0,5,2,0,2
71273,8347179,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,18,Loss,3,17,12,18000,1,1,0,Unknown,0.0,0.0,0.7185630000000001,2,0,0,2
71274,8347306,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,3,Won,7,31,31,40000,1,1,0,Unknown,0.0,0.28338800000000003,0.716612,3,2,1,2
71323,8351021,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,23,Loss,2,11,11,120000,1,1,0,Known,0.0,0.0,1.0,5,0,0,0
71377,8354331,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,21,Loss,3,13,13,110000,1,1,0,Unknown,0.259542,0.740458,0.0,5,0,0,2
71442,8358079,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,20,Loss,3,14,14,20000,1,1,0,Unknown,0.267606,0.732394,0.0,2,2,0,2
71451,8358251,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,5,Won,8,28,28,22000,1,1,4,Unknown,0.0,1.0,0.0,2,2,1,2
71519,8365202,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,16,Loss,5,12,12,25000,1,1,0,Unknown,0.0,1.0,0.0,3,2,0,2
71556,8365995,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,16,Loss,4,17,17,95000,1,1,0,Unknown,0.0,0.005747,0.994253,4,2,0,2
71566,8368865,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,31,Won,2,3,3,25000,1,1,0,Unknown,0.0,1.0,0.0,3,2,1,2
71570,8368921,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,16,Loss,3,17,17,25000,1,1,0,Unknown,0.0,1.0,0.0,3,2,0,2
71585,8369329,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,16,Loss,4,17,17,29000,1,1,0,Unknown,0.0,0.00578,0.99422,3,2,0,2
71617,8372115,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,31,Loss,2,3,3,27859,1,1,0,Unknown,0.0,1.0,0.0,3,2,0,2
71626,8372259,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,29,Won,4,5,5,29925,1,1,0,Unknown,0.0,0.0625,0.916667,3,2,1,2
71662,8378909,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,21,Loss,3,12,12,150000,1,1,0,Unknown,0.0,0.016807,0.983193,5,0,0,2
71669,8380335,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,28,Loss,2,6,6,13000,1,1,2,Unknown,1.0,0.0,0.0,2,2,0,2
71690,8382852,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,22,Won,5,11,8,77000,1,1,0,Unknown,0.0,0.575221,0.132743,4,2,1,2
71702,8384591,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,23,Won,2,10,10,10308,1,1,2,Unknown,0.0,1.0,0.0,2,2,1,2
71784,8407458,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,20,Loss,3,12,12,650000,1,1,0,Known,0.0,0.086207,0.913793,7,0,0,0
71879,8421871,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,14,Loss,3,17,17,200000,1,1,0,Unknown,0.011696,0.988304,0.0,5,0,0,2
71880,8421946,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,22,Loss,4,9,9,350000,1,1,4,Unknown,0.021277,0.223404,0.755319,6,0,0,2
71882,8422221,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,20,Loss,3,11,11,500000,1,1,4,Unknown,0.018018,0.981982,0.0,7,0,0,2
71884,8422284,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,22,Loss,4,9,9,300000,1,1,4,Unknown,0.021277,0.223404,0.755319,6,0,0,2
71924,8430212,Batteries & Accessories,Car Accessories,Mid-Atlantic,Telesales,16,Loss,2,15,15,0,1,1,0,Unknown,0.0,1.0,0.0,1,4,0,2
72007,8439940,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,19,Loss,3,12,12,110000,1,1,0,Unknown,0.0,0.069565,0.930435,5,0,0,2
